Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
GA,ATLANTA CITY,GA,WASHINGTON SENIOR ACADEMY HIGH SCHOOL,130012000072,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON SENIOR ACADEMY HIGH SCHOOL,130012000072,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON SENIOR ACADEMY HIGH SCHOOL,130012000072,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,930.00,0.00,0.00,935.00,90.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,140.00,0.00,0.00,145.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOUGLASS HIGH SCHOOL,130012000089,2009,Total Enrollment (Secondary Schools),5.00,,0.00,0.00,5.00,1335.00,0.00,5.00,1350.00,150.00,5.00
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,CRIM OPEN CAMPUS,130012000120,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,265.00,0.00,0.00,270.00,20.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Enrollment in AP classes,5.00,,0.00,0.00,0.00,370.00,0.00,5.00,380.00,5.00,5.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Total Enrollment (Secondary Schools),25.00,,0.00,0.00,15.00,1635.00,5.00,5.00,1680.00,145.00,20.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Enrollment in AP classes,0.00,,0.00,0.00,5.00,135.00,0.00,5.00,150.00,5.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Total Enrollment (Secondary Schools),0.00,,5.00,0.00,50.00,805.00,15.00,10.00,885.00,140.00,15.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Enrollment in AP classes,5.00,,5.00,0.00,5.00,55.00,15.00,0.00,85.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Total Enrollment (Secondary Schools),85.00,,35.00,0.00,105.00,655.00,190.00,40.00,1115.00,85.00,75.00
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,200.00,0.00,0.00,205.00,5.00,0.00
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,65.00,0.00,0.00,70.00,0.00,0.00
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,220.00,10.00,5.00,235.00,20.00,0.00
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Total Enrollment (Secondary Schools),5.00,,0.00,0.00,5.00,310.00,0.00,0.00,320.00,0.00,0.00
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Total Enrollment (Secondary Schools),5.00,,0.00,0.00,5.00,345.00,0.00,0.00,360.00,40.00,0.00
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,5.00,20.00,35.00,0.00,65.00,50.00,0.00
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,10.00,10.00,0.00,20.00,10.00,0.00
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Total Enrollment (Secondary Schools),10.00,,0.00,0.00,0.00,300.00,0.00,0.00,310.00,35.00,5.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,285.00,0.00,0.00,290.00,35.00,5.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Total Enrollment (Secondary Schools),10.00,,0.00,0.00,0.00,295.00,5.00,0.00,315.00,35.00,5.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Total Enrollment (Secondary Schools),10.00,,0.00,0.00,5.00,305.00,0.00,0.00,320.00,40.00,10.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Passing some AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Passing no AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,320.00,0.00,0.00,325.00,40.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Enrollment in AP classes,0.00,,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Passing all AP tests taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
