Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,ATLANTA CITY,GA,VENETIAN HILLS ELEMENTARY SCHOOL,130012000133,2009,Total enrollment,0.00,,0.00,0.00,0.00,425.00,0.00,5.00,430.00,25.00,0.00,15.00
GA,ATLANTA CITY,GA,LIN ELEMENTARY SCHOOL,130012000136,2009,Total enrollment,0.00,,10.00,0.00,35.00,105.00,380.00,30.00,565.00,35.00,5.00,10.00
GA,ATLANTA CITY,GA,JACKSON ELEMENTARY SCHOOL,130012000137,2009,Total enrollment,30.00,,25.00,0.00,20.00,105.00,635.00,25.00,845.00,55.00,25.00,30.00
GA,ATLANTA CITY,GA,GIDEONS ELEMENTARY SCHOOL,130012000139,2009,Total enrollment,0.00,,5.00,0.00,0.00,615.00,0.00,5.00,630.00,35.00,0.00,5.00
GA,ATLANTA CITY,GA,HILL-HOPE ELEMENTARY SCHOOL,130012000143,2009,Total enrollment,0.00,,0.00,0.00,25.00,370.00,0.00,5.00,405.00,15.00,0.00,20.00
GA,ATLANTA CITY,GA,EAST LAKE ELEMENTARY SCHOOL,130012000145,2009,Total enrollment,0.00,,0.00,0.00,0.00,225.00,5.00,0.00,235.00,30.00,0.00,0.00
GA,ATLANTA CITY,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2009,Total enrollment,0.00,,0.00,0.00,0.00,410.00,0.00,0.00,410.00,35.00,0.00,0.00
GA,ATLANTA CITY,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2009,Total enrollment,0.00,,0.00,0.00,5.00,335.00,0.00,0.00,340.00,35.00,0.00,0.00
GA,ATLANTA CITY,GA,BUNCHE MIDDLE SCHOOL,130012000150,2009,Total enrollment,5.00,,0.00,0.00,0.00,860.00,0.00,5.00,870.00,75.00,0.00,5.00
GA,ATLANTA CITY,GA,MAYS HIGH SCHOOL,130012001865,2009,Total enrollment,25.00,,0.00,0.00,15.00,1635.00,5.00,5.00,1680.00,145.00,5.00,20.00
GA,ATLANTA CITY,GA,YOUNG MIDDLE SCHOOL,130012001866,2009,Total enrollment,5.00,,0.00,0.00,0.00,610.00,0.00,0.00,615.00,70.00,0.00,0.00
GA,ATLANTA CITY,GA,MAYNARD H. JACKSON JR. HIGH SCHOOL,130012001939,2009,Total enrollment,0.00,,5.00,0.00,50.00,805.00,15.00,10.00,885.00,140.00,5.00,15.00
GA,ATLANTA CITY,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2009,Total enrollment,85.00,,35.00,0.00,105.00,655.00,190.00,40.00,1115.00,85.00,5.00,75.00
GA,ATLANTA CITY,GA,CENTENNIAL PLACE ELEMENTARY SCHOOL,130012002290,2009,Total enrollment,0.00,,10.00,0.00,15.00,425.00,15.00,15.00,480.00,35.00,0.00,15.00
GA,ATLANTA CITY,GA,BROWN MIDDLE SCHOOL,130012002344,2009,Total enrollment,0.00,,0.00,0.00,5.00,580.00,0.00,5.00,595.00,55.00,0.00,0.00
GA,ATLANTA CITY,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2009,Total enrollment,10.00,,5.00,0.00,5.00,765.00,20.00,15.00,820.00,80.00,5.00,5.00
GA,ATLANTA CITY,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2009,Total enrollment,5.00,,5.00,0.00,40.00,425.00,35.00,20.00,530.00,60.00,0.00,35.00
GA,ATLANTA CITY,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2009,Total enrollment,0.00,,0.00,0.00,5.00,460.00,0.00,5.00,475.00,45.00,0.00,5.00
GA,ATLANTA CITY,GA,UNIVERSITY COMMUNITY ACADEMY,130012002614,2009,Total enrollment,0.00,,0.00,0.00,5.00,450.00,0.00,0.00,455.00,30.00,0.00,5.00
GA,ATLANTA CITY,GA,NEIGHBORHOOD CHARTER SCHOOL,130012002615,2009,Total enrollment,0.00,,5.00,0.00,10.00,85.00,220.00,30.00,345.00,40.00,10.00,0.00
GA,ATLANTA CITY,GA,FORREST HILL ACADEMY,130012002798,2009,Total enrollment,0.00,,0.00,0.00,0.00,200.00,0.00,0.00,205.00,5.00,0.00,0.00
GA,ATLANTA CITY,GA,WEST END ACADEMY,130012002799,2009,Total enrollment,0.00,,0.00,0.00,0.00,65.00,0.00,0.00,70.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2009,Total enrollment,15.00,,0.00,0.00,5.00,540.00,5.00,10.00,575.00,40.00,5.00,10.00
GA,ATLANTA CITY,GA,BOLTON ACADEMY,130012003028,2009,Total enrollment,100.00,,5.00,0.00,85.00,270.00,50.00,10.00,525.00,55.00,5.00,165.00
GA,ATLANTA CITY,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2009,Total enrollment,15.00,,0.00,0.00,20.00,575.00,5.00,0.00,620.00,95.00,0.00,20.00
GA,ATLANTA CITY,GA,USHER-COLLIER HEIGHTS ELEMENTARY SCHOOL,130012003030,2009,Total enrollment,0.00,,0.00,0.00,5.00,430.00,0.00,0.00,435.00,25.00,0.00,5.00
GA,ATLANTA CITY,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2009,Total enrollment,0.00,,0.00,0.00,0.00,325.00,0.00,0.00,330.00,20.00,0.00,0.00
GA,ATLANTA CITY,GA,FINCH ELEMENTARY,130012003468,2009,Total enrollment,0.00,,0.00,0.00,0.00,485.00,0.00,5.00,490.00,30.00,0.00,0.00
GA,ATLANTA CITY,GA,TECH HIGH CHARTER SCHOOL,130012003469,2009,Total enrollment,0.00,,0.00,0.00,0.00,220.00,10.00,5.00,235.00,20.00,0.00,0.00
GA,ATLANTA CITY,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2009,Total enrollment,0.00,,0.00,0.00,5.00,630.00,0.00,5.00,645.00,40.00,0.00,0.00
GA,ATLANTA CITY,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2009,Total enrollment,0.00,,0.00,0.00,10.00,280.00,5.00,0.00,295.00,40.00,0.00,5.00
GA,ATLANTA CITY,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2009,Total enrollment,5.00,,0.00,0.00,5.00,310.00,0.00,0.00,320.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,ATLANTA CHARTER MIDDLE SCHOOL,130012003541,2009,Total enrollment,5.00,,0.00,0.00,0.00,85.00,55.00,15.00,160.00,25.00,5.00,0.00
GA,ATLANTA CITY,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2009,Total enrollment,5.00,,0.00,0.00,5.00,345.00,0.00,0.00,360.00,40.00,0.00,0.00
GA,ATLANTA CITY,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2009,Total enrollment,10.00,,0.00,0.00,0.00,400.00,0.00,0.00,415.00,40.00,0.00,5.00
GA,ATLANTA CITY,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2009,Total enrollment,5.00,,0.00,0.00,0.00,325.00,5.00,0.00,340.00,10.00,0.00,0.00
GA,ATLANTA CITY,GA,HILLSIDE CONANT SCHOOL,130012003660,2009,Total enrollment,0.00,,0.00,0.00,5.00,20.00,35.00,0.00,65.00,50.00,0.00,0.00
GA,ATLANTA CITY,GA,THE BRIDGE,130012003698,2009,Total enrollment,0.00,,0.00,0.00,0.00,10.00,10.00,0.00,20.00,10.00,0.00,0.00
GA,ATLANTA CITY,GA,BAKERS FERRY,130012099984,2009,Total enrollment,0.00,,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00
GA,ATLANTA CITY,GA,KIPP STRIVE ACADEMY,130012099985,2009,Total enrollment,5.00,,0.00,0.00,0.00,90.00,0.00,0.00,95.00,0.00,5.00,0.00
GA,ATLANTA CITY,GA,ATLANTA PREPARTORY ACADEMY,130012099986,2009,Total enrollment,0.00,,0.00,0.00,0.00,235.00,0.00,0.00,240.00,15.00,0.00,0.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF LAW AND SOCIAL JUSTICE,130012099987,2009,Total enrollment,10.00,,0.00,0.00,0.00,300.00,0.00,0.00,310.00,35.00,0.00,5.00
GA,ATLANTA CITY,GA,SPRINGDALE PARK ELEMENTARY,130012099988,2009,Total enrollment,15.00,,10.00,0.00,15.00,50.00,245.00,20.00,365.00,25.00,0.00,20.00
GA,ATLANTA CITY,GA,WASHINGTON SCHOOL OF HEALTH SCIENCE AND NUTRITION,130012099989,2009,Total enrollment,0.00,,0.00,0.00,0.00,85.00,0.00,0.00,85.00,15.00,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON EARLY COLLEGE,130012099990,2009,Total enrollment,0.00,,0.00,0.00,0.00,60.00,0.00,5.00,65.00,5.00,0.00,0.00
GA,ATLANTA CITY,GA,WASHINGTON SCHOOL OF BANKING FINANCE AND INVEST,130012099991,2009,Total enrollment,0.00,,0.00,0.00,0.00,95.00,0.00,0.00,95.00,10.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF LAW,130012099992,2009,Total enrollment,0.00,,0.00,0.00,0.00,285.00,0.00,0.00,290.00,35.00,5.00,5.00
GA,ATLANTA CITY,GA,THE B.E.S.T. ACADEMY,130012099993,2009,Total enrollment,0.00,,0.00,0.00,0.00,275.00,0.00,5.00,280.00,50.00,0.00,0.00
GA,ATLANTA CITY,GA,CORETTA SCOTT KING YOUNG WOMEN'S LEADERSHIP ACADEM,130012099994,2009,Total enrollment,0.00,,0.00,0.00,0.00,385.00,0.00,5.00,390.00,30.00,0.00,0.00
GA,ATLANTA CITY,GA,IMAGINE WESLEY INTERNATIONAL ACADEMY LLC,130012099995,2009,Total enrollment,0.00,,10.00,0.00,20.00,450.00,75.00,35.00,590.00,20.00,0.00,5.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF HEALTH & MEDICAL SCIENCE,130012099996,2009,Total enrollment,10.00,,0.00,0.00,0.00,295.00,5.00,0.00,315.00,35.00,0.00,5.00
GA,ATLANTA CITY,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION & DESIG,130012099997,2009,Total enrollment,10.00,,0.00,0.00,5.00,305.00,0.00,0.00,320.00,40.00,0.00,10.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF HEALTH SCIENCE & RESEARCH,130012099998,2009,Total enrollment,0.00,,0.00,0.00,0.00,320.00,0.00,0.00,325.00,40.00,0.00,0.00
GA,ATLANTA CITY,GA,THERRELL SCHOOL OF TECHN ENGIN MATH & SCI,130012099999,2009,Total enrollment,0.00,,0.00,0.00,0.00,285.00,0.00,0.00,290.00,35.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,LONG MIDDLE SCHOOL,130012000017,2011,Total enrollment,2.00,,0.00,2.00,34.00,655.00,4.00,2.00,699.00,104.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOYD ELEMENTARY SCHOOL,130012000022,2011,Total enrollment,2.00,,0.00,0.00,0.00,481.00,2.00,4.00,489.00,35.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KING MIDDLE SCHOOL,130012000025,2011,Total enrollment,0.00,,2.00,0.00,40.00,598.00,7.00,10.00,657.00,98.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,INMAN MIDDLE SCHOOL,130012000027,2011,Total enrollment,0.00,,19.00,0.00,31.00,418.00,445.00,28.00,941.00,101.00,10.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GARDEN HILLS ELEMENTARY SCHOOL,130012000029,2011,Total enrollment,2.00,,19.00,0.00,505.00,112.00,106.00,10.00,754.00,50.00,0.00,421.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TOWNS ELEMENTARY SCHOOL,130012000034,2011,Total enrollment,2.00,,0.00,0.00,106.00,382.00,0.00,0.00,490.00,32.00,0.00,91.00
GA,ATLANTA PUBLIC SCHOOLS,GA,RIVERS ELEMENTARY SCHOOL,130012000036,2011,Total enrollment,7.00,,34.00,0.00,160.00,205.00,244.00,19.00,669.00,47.00,0.00,115.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIMBERLY ELEMENTARY SCHOOL,130012000038,2011,Total enrollment,2.00,,0.00,0.00,25.00,586.00,0.00,4.00,617.00,47.00,2.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2011,Total enrollment,4.00,,2.00,2.00,100.00,400.00,4.00,4.00,516.00,38.00,0.00,76.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Total enrollment,0.00,,0.00,0.00,7.00,427.00,2.00,7.00,443.00,32.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Total enrollment,0.00,,2.00,0.00,67.00,373.00,0.00,2.00,444.00,41.00,0.00,34.00
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Total enrollment,0.00,,0.00,0.00,4.00,334.00,0.00,2.00,340.00,17.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Total enrollment,0.00,,0.00,0.00,4.00,376.00,0.00,2.00,382.00,50.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Total enrollment,0.00,,2.00,0.00,4.00,451.00,0.00,4.00,461.00,50.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Total enrollment,0.00,,0.00,0.00,7.00,406.00,2.00,0.00,415.00,50.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Total enrollment,0.00,,4.00,2.00,10.00,211.00,73.00,4.00,304.00,41.00,10.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Total enrollment,0.00,,0.00,0.00,5.00,478.00,0.00,4.00,487.00,32.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Total enrollment,0.00,,0.00,0.00,4.00,526.00,4.00,10.00,544.00,80.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Total enrollment,2.00,,4.00,0.00,19.00,616.00,2.00,13.00,656.00,80.00,2.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Total enrollment,0.00,,2.00,0.00,67.00,652.00,4.00,4.00,729.00,98.00,2.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Total enrollment,0.00,,0.00,0.00,13.00,466.00,2.00,2.00,483.00,59.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Total enrollment,0.00,,0.00,0.00,10.00,301.00,0.00,2.00,313.00,38.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Total enrollment,2.00,,25.00,2.00,55.00,1009.00,406.00,49.00,1548.00,125.00,7.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Total enrollment,2.00,,0.00,0.00,16.00,472.00,2.00,2.00,494.00,20.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Total enrollment,0.00,,0.00,0.00,4.00,259.00,0.00,2.00,265.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Total enrollment,0.00,,0.00,0.00,94.00,151.00,2.00,0.00,247.00,29.00,2.00,34.00
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Total enrollment,0.00,,0.00,0.00,10.00,292.00,2.00,7.00,311.00,29.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Total enrollment,2.00,,0.00,0.00,4.00,364.00,2.00,4.00,376.00,68.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Total enrollment,0.00,,0.00,0.00,4.00,286.00,4.00,4.00,298.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Total enrollment,2.00,,0.00,0.00,7.00,682.00,2.00,5.00,698.00,71.00,10.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Total enrollment,2.00,,0.00,2.00,16.00,1153.00,7.00,5.00,1185.00,146.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Total enrollment,0.00,,0.00,0.00,13.00,388.00,4.00,4.00,409.00,53.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Total enrollment,0.00,,0.00,2.00,13.00,385.00,0.00,4.00,404.00,35.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Total enrollment,0.00,,0.00,0.00,2.00,481.00,2.00,0.00,485.00,38.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Total enrollment,0.00,,0.00,0.00,4.00,268.00,4.00,7.00,283.00,29.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Total enrollment,0.00,,2.00,0.00,4.00,535.00,2.00,2.00,545.00,53.00,10.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Total enrollment,2.00,,0.00,0.00,10.00,700.00,4.00,7.00,723.00,59.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Total enrollment,0.00,,0.00,0.00,4.00,334.00,0.00,4.00,342.00,38.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PEYTON FOREST ELEMENTARY SCHOOL,130012000106,2011,Total enrollment,0.00,,0.00,0.00,46.00,469.00,2.00,2.00,519.00,26.00,4.00,28.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SUTTON MIDDLE SCHOOL,130012000107,2011,Total enrollment,2.00,,37.00,4.00,337.00,445.00,550.00,43.00,1418.00,152.00,16.00,100.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FAIN ELEMENTARY SCHOOL,130012000110,2011,Total enrollment,2.00,,0.00,0.00,64.00,451.00,0.00,4.00,521.00,35.00,4.00,61.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CONTINENTAL COLONY ELEMENTARY SCHOOL,130012000113,2011,Total enrollment,0.00,,0.00,0.00,7.00,493.00,0.00,2.00,502.00,23.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BEECHER HILLS ELEMENTARY SCHOOL,130012000118,2011,Total enrollment,0.00,,2.00,0.00,2.00,358.00,0.00,0.00,362.00,20.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2011,Total enrollment,0.00,,0.00,0.00,7.00,595.00,2.00,2.00,606.00,47.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST MANOR ELEMENTARY SCHOOL,130012000121,2011,Total enrollment,0.00,,0.00,0.00,2.00,325.00,0.00,4.00,331.00,14.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PERKERSON ELEMENTARY SCHOOL,130012000122,2011,Total enrollment,0.00,,0.00,2.00,4.00,454.00,4.00,2.00,466.00,53.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SMITH ELEMENTARY SCHOOL,130012000124,2011,Total enrollment,7.00,,61.00,2.00,136.00,178.00,724.00,55.00,1163.00,95.00,16.00,67.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BRANDON ELEMENTARY SCHOOL,130012000127,2011,Total enrollment,2.00,,52.00,2.00,85.00,166.00,898.00,25.00,1230.00,56.00,0.00,49.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ADAMSVILLE ELEMENTARY SCHOOL,130012000129,2011,Total enrollment,0.00,,0.00,0.00,13.00,424.00,0.00,0.00,437.00,29.00,0.00,5.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MORNINGSIDE ELEMENTARY SCHOOL,130012000130,2011,Total enrollment,2.00,,25.00,0.00,28.00,118.00,583.00,46.00,802.00,59.00,2.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,VENETIAN HILLS ELEMENTARY SCHOOL,130012000133,2011,Total enrollment,0.00,,2.00,0.00,4.00,496.00,2.00,0.00,504.00,41.00,0.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,LIN ELEMENTARY SCHOOL,130012000136,2011,Total enrollment,2.00,,13.00,0.00,37.00,112.00,415.00,31.00,610.00,35.00,0.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,JACKSON ELEMENTARY SCHOOL,130012000137,2011,Total enrollment,2.00,,34.00,4.00,70.00,106.00,736.00,28.00,980.00,86.00,16.00,37.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GIDEONS ELEMENTARY SCHOOL,130012000139,2011,Total enrollment,0.00,,4.00,0.00,5.00,634.00,0.00,7.00,650.00,35.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HOPE ELEMENTARY SCHOOL,130012000143,2011,Total enrollment,0.00,,2.00,2.00,37.00,328.00,2.00,0.00,371.00,11.00,2.00,28.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EAST LAKE ELEMENTARY SCHOOL,130012000145,2011,Total enrollment,0.00,,2.00,0.00,7.00,253.00,7.00,0.00,269.00,35.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2011,Total enrollment,0.00,,0.00,2.00,2.00,559.00,0.00,2.00,565.00,50.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2011,Total enrollment,0.00,,0.00,2.00,8.00,406.00,2.00,4.00,422.00,35.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2011,Total enrollment,4.00,,2.00,0.00,10.00,985.00,2.00,4.00,1007.00,113.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2011,Total enrollment,0.00,,4.00,0.00,37.00,1480.00,0.00,4.00,1525.00,167.00,4.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2011,Total enrollment,0.00,,2.00,0.00,10.00,859.00,2.00,2.00,875.00,110.00,7.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2011,Total enrollment,0.00,,10.00,0.00,58.00,796.00,19.00,4.00,887.00,134.00,2.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2011,Total enrollment,0.00,,31.00,0.00,280.00,715.00,316.00,46.00,1388.00,128.00,4.00,64.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ELEMENTARY SCHOOL,130012002290,2011,Total enrollment,0.00,,19.00,0.00,22.00,490.00,28.00,13.00,572.00,32.00,7.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2011,Total enrollment,0.00,,2.00,0.00,4.00,727.00,2.00,5.00,740.00,83.00,7.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2011,Total enrollment,0.00,,4.00,2.00,19.00,796.00,46.00,31.00,898.00,56.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2011,Total enrollment,0.00,,4.00,2.00,37.00,436.00,76.00,10.00,565.00,50.00,0.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2011,Total enrollment,0.00,,2.00,0.00,4.00,586.00,0.00,4.00,596.00,41.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,UNIVERSITY COMMUNITY ACADEMY,130012002614,2011,Total enrollment,0.00,,0.00,0.00,7.00,364.00,0.00,0.00,371.00,32.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NEIGHBORHOOD CHARTER SCHOOL,130012002615,2011,Total enrollment,0.00,,2.00,0.00,13.00,64.00,283.00,31.00,393.00,50.00,31.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMEY,130012002798,2011,Total enrollment,0.00,,0.00,2.00,16.00,850.00,7.00,4.00,879.00,92.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST END ACADEMY,130012002799,2011,Total enrollment,0.00,,2.00,0.00,4.00,151.00,4.00,0.00,161.00,<=2,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2011,Total enrollment,0.00,,0.00,0.00,28.00,664.00,7.00,7.00,706.00,50.00,4.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2011,Total enrollment,2.00,,4.00,4.00,199.00,232.00,97.00,10.00,548.00,47.00,2.00,148.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2011,Total enrollment,0.00,,2.00,2.00,31.00,616.00,4.00,4.00,659.00,119.00,0.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2011,Total enrollment,0.00,,0.00,0.00,4.00,445.00,0.00,2.00,451.00,23.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2011,Total enrollment,0.00,,0.00,0.00,2.00,343.00,0.00,2.00,347.00,17.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2011,Total enrollment,0.00,,0.00,0.00,4.00,568.00,0.00,2.00,574.00,41.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TECH HIGH SCHOOL,130012003469,2011,Total enrollment,2.00,,0.00,0.00,4.00,202.00,7.00,4.00,219.00,23.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2011,Total enrollment,0.00,,2.00,2.00,10.00,742.00,4.00,7.00,767.00,53.00,2.00,4.00
